text,label
"Wang annyira élénk tempót diktál, hogy a kiváló színészeknek nincs idejük levegőt venni se.",neutral
"A lényeg, legalábbis véleményem szerint, hogy Az imposztor novellának jobb, mint filmnek.",negative
"Néhány eleme tényleg elszúrja a nagy durranást, de más részei elfogadhatóak.",neutral
"Kár, hogy a film története nem felel meg a stílusának.",negative
"Hacsak nem vagy fanatikus, a legjobb tanács az, hogy Scooby, ne tedd.",negative
"Egy tanulságos mese a felszínesség ostobaságáról, ami maga is végtelenül felszínes.",negative
A Stuart Little 2 még a legbutább gyerekek számára is túl egyszerű.,negative
"Ha az első film varázsát keresed, a miénknél erősebb gyomorra lesz szükséged.",negative
"Shreve légies kettős narratívája nehézkessé válik a képernyőn, folyamatosan elszakítva minket a lenyűgöző történelmi mesétől egy jóval kevésbé lenyűgöző szappanoperához.",negative
"Tartogat néhány nagy poént, de még több olyat, ami épphogy vagy egyáltalán nem talál be, részben azért, mert a tudatosan lebutított megközelítés miatt elkopik.",negative
"Nem több, mint egy futószalagon gyártott konstrukció, melynek célja, hogy kiderítse, a hülye amerikaiak lehidalnak-e az aranyos akcentussal beszélő, ősrégi poénokat és nem-vicces ugratásokat puffogtató hülye britektől.",negative
"Ez a film tökéletes azoknak, akik a középiskolában a inkább a Kötelezők rövident választották a klasszikusok elolvasása helyett.",negative
"A filmet tönkreteszi készítésének módja, ami pont annyira kísérleti, hogy elidegenítse a főbb közönséget, a művészfilmek rajongói számára azonban közhelyes maradjon.",negative
"Egy zavaros fantasy-vígjáték, amelyhez nem találtak ki koherens stratégiát a forgatókönyvírás, a forgatás vagy az utómunkálatok során.",negative
"Egy szomorú ujjgyakorlat, ami kiveséz egy elcsépelt koncepciót -- egy heteró srácnak női ruhákba kell öltöznie -- amely megdöbbentő módon még rosszabbra sikeredett, mint a címe sugallná.",negative
"A Menekülés az életbe célja az lenne, hogy e nők belső életét megismerje, de sose megy a felszín mögé.",negative
"Utáljuk Madonnát már a film első öt percében, és nincs meg a képessége vagy a lélekjelenléte ahhoz, hogy visszanyerje a helyét.",negative
"Aholát kemény fából faragták, Arnold Schwarzeneggerhez hasonló hanggal és fizikummal jelenik meg, a változás jelentős ívét járja be, amely azonban nem eredményez valódi átalakulást.",negative
"Két nagy dolog hiányzik belőle: bármi, ami egy erős gyomros lehetne, és bármi halvány ok arra, hogy végigüljük az egészet.",negative
"Lenyűgöző, de hullámzó dokumentumfilm.",neutral
"Alig érdemel említést azon kívül, hogy hány ördögszekér gurult át az üres mozikban a vetítései alatt.",negative
"És mint a legtöbb késő esti bikafoglalkozásnál, végülis a tartalom közel sem olyan magával ragadó, mint ahogy azt a huligánok gondolják.",negative
"Annyira színpadias, szószátyár – és hosszú –, hogy az már túlzás.",negative
Látszólag bármelyik nappali szappanopera vágószobájának padlójáról szedték fel.,negative
"Az a vészjósló inspiráció, amely DeVito korai munkáit táplálta, a Dögölj meg, Smaci!-ban valami csúnyává és esztelenné áll össze.",negative
"Auteuil előadásának ellenére, ez egy meglehetősen kedvetlen lesétálás az út közepén, ahol a tematikus irónia túl nyilvánvaló, és a szexuális politika túl önelégült.",negative
"Boris von Sychowski rendező ehelyett egy átlagos slashert készített, amit valószínűleg sokkal szórakoztatóbb volt leforgatni, mint végignézni.",negative
"Alig több, mint egy jól eljátszott televíziós melodráma szélesvászonra.",neutral
"Soha nem áll össze, mint egy koherens egész.",negative
"Egy akaratlanul is szürreális gyerekfilm, amelyben a gagyi medvejelmezbe öltözött színészek a VH1 A zene mögött egyik epizódjának egyfajta fajközi paródiáját játszanák el.",negative
"Először is, egy filmhez képest, ami okos akar lenni, elég buta.",negative
"És másodszor, mi ez a lövöldözés?",negative
"Még csak ne is vesződj vele, hogy kikölcsönözd videóra.",negative
"Van valami a Szemből telibe című filmben, azt hiszem, a mesterkéltségével és a színészeivel, illetve azzal kapcsolatban, hogy hogyan torzítja a valóságot azok számára, akik filmeket csinálnak és néznek, de mint a legtöbb filmes rejtvények, ez csak akkor működik, ha tényleg érdekelnek a szereplők.",neutral
"Ez az a fajta film, amely kap egy gyors kiadást, mielőtt igazi versenyzők érkeznek szeptemberben.",negative
"Nem számítva néhány undorító vígjátékot, amit próbálok elfelejteni, ez az első film hosszú idő óta, ami arra késztetett, hogy az első 10 percben lelépjek a színházból.",negative
"Egy teljesen kidolgozott történet helyett inkább olyan, mint egy hosszú, kacskaringós skicc, amit John Waters és Todd Solondz munkái inspiráltak.",negative
"A filmben nincs elég innováció vagy szikra, hogy vonzza a tizenéveseket, és hiányzik belőle az új varázsa, ami tette a Kém Kölykök-et meglepő nyertessé mind a felnőttek és a fiatalabb közönség számára.",negative
"Egy émelyítő önparódia: olyan, mint valami furcsa jelenet a Mesterművek színházából, aminek nincs nézőpontja, sem pedig nyomós oka a létezésre.",negative
"Egy átlagos B-kategóriás film, ami nem akar több lenni.",neutral
"Bartlett hőse továbbra is titkosírás marad, holott a férfi fejének és szívének feltárása a film elkészítésének egyetlen elképzelhető oka.",negative
Gibney és Jarecki csak el akarják tenni láb alól a rohadékot.,neutral
"A cselekményt egyik hollywoodi közhely a másik után takarja, amelyek többségébe tartozik a koraérett gyerekek felülkerekedése a kellemetlen felnőtteken.",negative
"Ha kevesebbet foglalkozott volna Frida életének összes drámájával, többet pedig azzal a folyamattal, ahogyan a fájdalmat művészetté alakítja, ez egy nagyszerű film lenne.",negative
"Egy film, ami szenved a benne lévő sok túlzás miatt.",negative
"De még akkor is azt javasolnám, hogy várjuk meg a DVD-t, és ugorjunk egyenesen ezekhez a jelenetekhez.",negative
"A legsajnálatosabb és legmocskosabb emberi viselkedést ábrázolja a képernyőn, majd nevet azon, hogy milyen okos.",negative
"Nijinsky azt mondja, ""Tudom, hogyan kell szenvedni"", és ha megnézed ezt a filmet, te is tudni fogod.",negative
"`CQ-ra lehet egy nap szeretettel úgy fogunk emlékezni, mint Roman Coppola rövid hatásvadász időszaka, mielőtt más filmekbe kezdett, amik valójában említésre méltó történeteket mesélnek.",negative
"Az egyetlen ijesztő dolog a Félelem.com-ban, hogy a készítők és a stúdió elég bátrak voltak ahhoz, hogy megpróbálják ezt a szemetet ijesztő filmnek beállítani.",negative
"A történet egyszerűen elpepecseli az időt a frappáns megállapítások keresésével, de végül nem talál egyet se.",negative
"Ahelyett, hogy a legnagyobb hőst küldené a halálba a szeretett főszereplőért, akinek névtelennek kellene maradnia, miért nem hív be egy kis valódi spontaneitást a filmbe azáltal, hogy a gonosz idegenek lézerfegyverei végre eltalálnak valamit?",negative
"Nem volt túl sok értelme számomra, és túl elcseszetten játszódott, hogy valaha is megragadjon vagy szórakoztasson.",negative
"Ez az akció-thriller/fekete humorú vígjáték az egyik legvisszataszítóbb dolog, ami csak felbukkanhat egy olyan mozis évben, ami már tele van szórva celluloidszeméttel.",negative
"A MIB II egy olyan film, amely lehetővé teszi a néző számára, hogy elbóbiskoljon néhány percig, vagy többször is fusson a büfébe és/vagy a mellékhelyiségbe, és ne érezze magát úgy, mintha lemaradt volna valamiről.",negative
"Ez azért van, mert viszonylag semmi sem történik.",negative
"A művészi elméletalkotás nem képes másra -- a speciális effektusok ""német-expresszionista"", a sajtó jegyzetei szerint --, mint nevetségessé tenni.",negative
"A Sorsdöntő nyár követi a jól bevált receptet, de túl sok konfliktust hoz be ahhoz, hogy a történet lebilincselő maradjon.",negative
"Boyd Az őrangyal szellemírójával, Nick Daviesszel közösen írott forgatókönyvének élénk szójátékai közelebb állnak Guy Ritchie-hez, mint az avoni hattyúhoz.",neutral
"Egy szikrányi új inspiráció sincs benne, csak még több a régiből, viszont észrevehetően kevesebb energiával és képzelőerővel.",negative
"Jackson szégyenkezve sétál át ezen a rendetlenségen egy önelégült vigyorral, megmagyarázhatatlan módon skót szoknyában és egy zsák golfütővel az egyik vállán.",neutral
"Mozgókép, ami nem mozog.",negative
Ruh-roh!,neutral
Valami nagyon nem stimmel ezzel a filmmel!,negative
"Kiemelkedő pontjait egyszerre temetik el, fojtják vízbe és fojtogatják Roger Avary író-rendező túlzásai.",negative
"Nem vagyok benne biztos, hogy ezek a szavak valaha is egy mondatban szerepeltek: ez az erotikus kannibálfilm unalmas.",negative
"Isten irgalmazzon nekünk, de Capra és Cooper forognak a sírjukban.",negative
Ez egy vígjáték?,negative
Egy dráma?,neutral
Egy romantikus film?,neutral
Egy rajzfilm?,neutral
"A Zé-film annyira viccesen kezdődik, majd semmivé válik.",negative
A film informált és oktatott engem?,neutral
Igen.,positive
"Arra késztetett, hogy érdekeljen, mi történt 1915-ben Örményországban?",neutral
"És ez az, ahol Ararat tévútra ment.",negative
"Rossz jel egy thrillerben, ha azonnal tudod, ki tette.",negative
"Van egy átlagosan vidám hangulata, de hiányzik belőle a találékonyság.",neutral
"A Mérges pókok nem csatlakozik a nagyszerű szörnyes science fiction filmek közé, amelyeket nagyon szeretünk...",negative
"Kitölti az időkeretet, de teljesen hiányoznak az érzelmek belőle.",negative
Pontosan ki kivel harcol itt?,negative
"Igen, én lennék az, aki küzd az elalvás ellen.",negative
"Egy skót szoknyás Jackson felkavaró látvány, és utal az ő, ha úgy tetszik, skótból kilógó karakterére, aki céltalanul bolyong a rosszul kigondolt akciódarabokon keresztül.",negative
"A film mesterkélt, kínos és akaratlan nevetésekkel van tele, továbbá arra utaló jeleket mutat, hogy a rendezőn kívül más is bejutott a vágószobába, és igyekezett javítani a dolgokon a film gyorsabbá tételével.",negative
"Nagyon ígéretesen indul, bevezetve egy érdekes és csábító előfeltevést, csak hogy aztán áldozatául essen egy rakás forgatókönyvírói klisének, amelyeknek köszönhetően gyorsabban süllyed el, mint egy lyukas teherhajó.",negative
"A film túl gyakran csúszik át csöpögős hangvételbe, és visszafogja azt a jó kis csattanót, amit ütős stílusa ígér.",neutral
"Az egyetlen kérdés, hogy meghatározzuk, milyen jól gyártják a giccset, hogy felmérjük a manipulatív tervezés minőségét.",neutral
"Legfeljebb átlagos, attól tartok.",negative
"Ez a film annyira rossz, hogy szinte azért érdemes megnézni, mert annyira rossz.",negative
"Egy frissen készült film, ami nem több, mint enyhén szórakoztató.",neutral
"Ez a film, úgy tűnik, inkább non-stop figyelemért kiabál, mint hogy megpróbáljon bármiféle kielégítő szórakoztatást nyújtani.",negative
Összességében ez egy elég középszerű családi film.,neutral
"Lehet, hogy a szerelem a levegőben volt a képernyőn, de én biztosan nem éreztem semmit.",negative
"A túlfűtött, ügyetlen rendezésen túl, amely az összes színészt háttérbe szorította, a párbeszédek úgy hangzanak, mint valami rémes költemény.",negative
"A mintapéldája annak, amit a kritikusok ""ambiciózus kudarcnak"" neveznek.",negative
"Mintha De Palma egy órát töltött volna azzal, hogy megterítsen egy puccos asztalt, aztán felszolgálta volna a Kraft makarónit és a sajtot.",negative
"A film olyan kivágásokkal végződik, amelyekben a legtöbb szereplő elfelejtette a szövegét, és csak azt mondja, ""ööööö"" - ami még mindig jobb, mint a filmszöveg legnagyobb része.",negative
Megérdemli a gongot.,neutral
"Bár természetesen naturalisztikusabb, mint ausztrál megfelelője, Amari filmje nem építi fel Lilia utazásának drámáját.",negative
"Úgy találtam, hogy a film annyira megosztott önmagával szemben, mint a diszfunkcionális család, amit ábrázol.",negative
"Bár a film szépen, száraz abszurd szellemességgel van megvalósítva, a kissé túlzó lelkizés végül túl nehézzé válik a cselekményhez.",neutral
A film nem ad semmi újat a mítoszhoz.,negative
"Olyan béna, mint a Bosszúállók és a Vadiúj vadnyugat nagyképernyős átdolgozásai.",negative
"Egy letűnt kor ereklyéjeként érkezik, és a fordulatai... inkább ostobának, mint hihetőnek tűnnek.",negative
"Olyan furcsa irányokba mozdul el a cselekménye, és olyan üzenethordozó moralizmusba süllyed, hogy jó tulajdonságai homályosak.",negative
"Egy nagyon őszinte mű, de jobban mutatna naplóként vagy dokumentumfilmként.",neutral
"Ha az ember megtapasztalja Mr. Haneke szadista hajlamait a közönség felé, az egyetlen élmény, ami marad, a kellemetlen íz a szájában.",negative
"Hoppá, most tényleg megcsinálta.",neutral
"Az a csiricsáré énekesmadár, Britney Spears, még több agyatlan badarsággal bukkant fel.",negative
"Ez egy undorító film, tényleg az, és semmi értelme.",negative
"Egy thriller, határozottan izgalom nélkül.",negative
"Azok számára, akik erősebben reagálnak a történetmesélésre, mint a számítógép által generált effektekre, az új Star Wars-film nem hozott újdonságot az utolsó epizód óta.",negative
A rendező többnyire közvetlenül ábrázolja Leys történetét egy társadalmi ranglétrán való érzéketlen lecsúszássá változtatva.,neutral
"A ""Rossz társaság"" kulcsszava a ""rossz"", és ezt nem jó értelemben mondom.",negative
"Bár Fridát könnyebb lenyelni, mint Julie Taymor nevetséges Titusát, a látványelemekből hiányzik az élet.",negative
"Az egész film egyszerűen a lusta gyakorlata a rossz filmkészítésnek, amely arra kér téged, hogy ne csak a hitetlenséged, hanem az intelligenciádat is függeszt fel.",negative
"A film érdekes bepillantást nyújt az egy életen át tartó spirituális kutatás során szerzett felismerésekbe, de a Ram Dass: Heves kegyelem nem rendszerezi különösebb éleslátással.",neutral
"Billy Crystal és Robert De Niro vulgaritásokon keresztüli alvajárása egy olyan folytatásban, amelyet ki lehet hagyni.",negative
"Hangos és unalmas; olyan érzés nézni, mint csapdába esni egy rossz rockkoncerten.",negative
"Pusztán és szó szerint szexjátékok körül forog, és enyhe dicshimnuszokat kínál erősítésként, amelyet ismételten aláás a viccek brutalitása, leginkább a nők kárára.",negative
"Ha szeretnél egy filmes időutazást, az 1960-as verzió egy sokkal simább út.",negative
"Olyan előre lecsupaszított faji klisékkel dolgozik, amik már átmentek a filmes stand-up-comedy malmán.",negative
"A történet -- már bocsánat -- egy kicsit sovány, és a filmezés ügyetlen és összecsapott.",negative
"Határozottan gyengébb lesz a sok túlméretezett, karakter nélküli és logikusan porózus akciódíszletével.",negative
Bárcsak Windtalkers jobban hitt volna a drámai potenciáljában ennek az igaz történetnek.,negative
"Ez jobb lett volna, mint az általa kiagyalt fikció, és még mindig lett volna hely a háborús jeleneteknek.",negative
Agresszív öndicsőítés és manipulatív tisztára mosdatás.,negative
"Maradj a stáblistáig, és nézd meg Dustin Hoffman pusztító komikus megszemélyesítését, amely kinyilatkoztató.",neutral
"Egyik karakter vagy cselekményvonal sem elég testes ahhoz, hogy érdeklődést keltsen.",negative
"Társadalmi kritikaként a Skins helyénvaló, de ez nem elég ahhoz, hogy egy szappanoperát felhúzzunk rá.",negative
"Az egész filmnek van ez a trükkös érzése -- mintha a rendező megpróbálná rászedni a nézőt, hogy az egészet nagyon fontosnak vegye, csak azért, mert a film csúnya, és nem egy hollywoodi termék.",negative
"Van egy kis tematikus hús a Kárhozottak Királynőjének csontjain, ahogy az alapjául szolgáló 
 Anne Rice-regény diktálja, de igazából ez egy olyan film, ami a stílust hangsúlyozza a karakter és az anyag helyett.",neutral
"Az egyetlen módja annak, hogy elviseljük ezt az unalmas, brutálisan ostoba filmet, lehet, hogy egy nagy adag fájdalomcsillapító.",negative
"Minden bizonnyal jó szándékú, de egyben együgyű és mesterkélt is.",negative
Coppola készített egy filmet a mámorító atmoszféráról és semmi másról.,negative
Rossz és zavarba ejtő a kezdetektől.,negative
Egy sor makulátlanul megkomponált felvétel a csendesen kiboruló Patch Adamsről nem tesz túl jót a filmnek.,negative
"Abban az időben, amikor a nehéz úton tanultuk meg, hogy milyen összetett a nemzetközi terrorizmus, Az igazság nevében abszurd módon leegyszerűsítő képet fest róla.",negative
"Az impulzusok, amik létrehozták ezt a projektet dicséretesek, de az eredmények nem érnek fel ehhez.",negative
"Egy jól megjátszott film, ami egyszerűen nem áll össze.",neutral
Mint egy 2 napos kóla.,negative
"Megkóstolhatod, de nincs benne pezsgés.",negative
"Nincs mentség arra, hogy egy elragadó, jól sikerült családi filmet egy számítógéppel generált hideg hal követ.",negative
"Mind a krimi, mind a szerelmi történet szokatlan.",negative
"De nem illenek össze, és egyik sincs jól elmondva.",negative
Ez egyszerre tévékomédiásan kiszámítható és káprázatos a megrendítő próbálkozásaiban.,neutral
"Az enyhén lebilincselő központi románctól eltekintve a Kórház a legjobb esetben is beteges szórakozás, rosszabb esetben pedig elmét pusztító filmszennyezés.",negative
"Jaglom azt a nem túl eredeti feltételezést kínálja fel, hogy mindenki, aki részt vesz a filmkészítésben, szélhámos és hazug.",negative
"Attól eltekintve, hogy Burger valamiféle filmet akart csinálni, nem világos, hogy miért vállalták ezt a projektet.",negative
Féltem?,neutral
Csak Beck következő projektjének reményében.,neutral
"Lássuk csak, egy kísértetjárta ház, egy kísértetjárta hajó, mi lesz a következő... Szellemléghajó?",negative
"Olyan, mintha csak a forgatás előtt 10 perccel találták volna ki a törékeny keretet, amelyre széles, enyhén kidolgozott karaktereket akasztanak.",negative
"Mire a cselekmény egyre inkoherensebbé válik, lehet, hogy szeretnél egy órát, ami az ellenkező irányba gyorsítja fel az időt.",negative
"Mivel Lee egy szentimentalista, a film sokkal imádnivalóbb, mint a te véletlenszerű E-d!",positive
"Wes Craven jelenléte érezhető; nem a Rémálom az Elm utcában vagy a Sziklák szeme Cravenje, hanem az Ösztöndíj a pokolba szánalmas kereskedője.",negative
A Napfényes Florida felméri a tájat és a szociológia iránti szenvedélyt.,neutral
"De a filmművészet zavaros, a kép elcsendesedik.",negative
Ez egy hosszú unalom.,negative
Gyorsan unalmassá válik.,negative
"Nézd a Birkanyírást újra, ha egy kis kockulásra van szükséged, ugyanis ezt nem érdemes végigülni.",negative
"Nehéz és kiszámítható, a nevetés pedig hiányzik belőle.",negative
"Egy filmes katasztrófa, amely olyan véletlenül szórakoztató, hogy már csak a nevetségesség miatt is megéri a belépő árát.",negative
"Hagyjuk ezt a szemetet, béreljük ki az Állatotthont és menjünk vissza a forráshoz.",negative
A film egy reménytelen tévedés.,negative
"Nem juttat semmit szegény Dana Carvey-nek: semmi igazán vicces játszanivalót, és aztán elvárja, hogy nevessünk, amiért mindig olyan idétlenül viselkedik.",negative
Nem igazán érdekel minket ez a szerelmi történet.,negative
Ebben a környezetben a harcuk egyszerűen túl nevetséges és majdhogynem sértő.,negative
"A Transzporter annyi robbanással és oldalba rúgással bombázza a nézőt, hogy a végén meglepően unalmassá válik.",negative
"Uzumaki érdekes társadalmi párhuzamja és dacos esztétikája olyan, mint egy múzsa, aki egyúttal prostituált is.",negative
"A Men in Black II új fenyegetést teremt a MIB számára, de ugyanazt a témát használja újra.",neutral
"A nagy költségvetés ellenére a film olyan, mint egy villanás az év radar képernyőjén, amely csábít, hogy csak menjünk vele az útra.",neutral
De ezúttal a régi MIB-címke a Milder Is n' Better ('Az enyhébb nem jobb') rövidítése.,negative
Ismerősnek és fáradtnak tűnik.,negative
A Martin Scorsese által már alaposan kimerített anyag újrafeldolgozása.,negative
"Ahelyett, hogy saját stílust csinálna, Marcus Adams rendező csak másol különböző forrásokból – jó forrásokból alkot rossz keveréket.",negative
"A bűnügyi összeesküvések és az igazi románcok olyan könnyen mozognak a faji és kulturális vonalak között a filmben, hogy a Bazi nagy görög lagzi egy apartheid drámához hasonlít.",negative
"Egy unalom, ami hajlamos hazavágni minden egyes pontját.",negative
"Egy történet, ami nem emelkedik a gusztustalan forrásanyag fölé.",negative
"Illik a képbe, hogy egy olyan mesterkélt és lelketlen film, mint a Vidéki Medvék, egy Disneyland-i animációs kiállításnak köszönheti a keletkezését.",negative
"Intenzív politikai és pszichológiai thrillerként kezdődik, de időzített bombák és más hollywoodi akcióközhelyek szabotálják.",negative
"Teljesen kreatívan halva született, és oly módon végezték ki, hogy nem vagyok benne biztos, hogy lehetne egy szemernyivel is rosszabb... egy lélektelen kizsákmányoló szemétkupac.",negative
"Egy ferde pillantás a zord jövőbe, amely nem közelíti meg annak az intelligenciának és a vizuális ragyogásnak a szintjét, amely más Philip K. Dick-történeteken alapuló filmekben látható.",negative
Borzalmas.,negative
"A zűrzavar olyan természetesen folyik, mint Jolie förtelmes sárgája.",negative
"Meghökkentő szinkronhangokkal (Love Hewitt kivételével) megtámogatott, érdekes faji feszültség és egy olyan történet, amivel legalább az Elliot, a sárkány óta nem találkoztam.",neutral
"Egy hitelesen homályos, de végső soron céltalan tanulmány teljes zűrzavarban.",negative
"Egy órányi autós üldözésből viccet csinál, aztán fél órányi autós üldözést ad nekünk.",negative
"Ugyanis a duzzogó, szeszélyes férfi svindler a címszerepben (Franco) rendelkezik Dean modorával és minden önelégültségével, de semmi nincs benne a kedvességéből és sebezhetőségéből.",negative
"Az egyetlen dolog, amitől félned kell a ""Félelem.com""-ban, az az, hogy bevered a fejed az előtted lévő színházi ülésbe, amikor elbóbiskolsz 30 perccel a film vége előtt.",negative
"Túlságosan el van foglalva azzal, hogy az összes bizánci inkarnációjában kiverje, minthogy ki tudná elégíteni a közönségét.",negative
"A ""szintetikus"" a legjobb leírása ennek a jó szándékú, gyönyörűen elkészített filmnek, amely feláldozza ígéretét a nagynevű sztárokért.",neutral
Túlságosan is a Chan és Hewitt közötti kínos összjátékra és a kémia teljes hiányára koncentrál.,negative
"Impostor nem tud mit kezdeni ezekkel a karakterekkel azon kívül, hogy sötét alagutakon keresztül futnak, különböző névtelen támadókkal harcolnak, és bonyolult megfigyelési technológiákat kerülnek el.",negative
"Judd karakterének be kellene szereznie az örökzöld Okos nő, buta választás bestsellert tanácsokért.",negative
"A forgatókönyv kevésbé fűszeres, mint egy patkányburger, és a Rock harci képességei jobban illenek Steven Seagalhoz.",negative
"Ez a rosszul kigondolt és drága projekt végül úgy néz ki, mint egy rakás tehetséges színész, akik elhagyták magukat.",negative
"Van egy darabos, felszínt kapargató hatása az egész vállalkozásnak.",negative
"Nem végzi el a munkát, amiről a Ralph Fiennes és Jennifer Lopez által létrehozott korlátozott kémia tehet.",negative
"Egy különösen örömtelen, és rendkívül unalmas felnőtté válásról szóló történet.",negative
"Lehetetlen elmerülni Janice Beard (Eileen Walsh) ábrándjaiban, amikor a valódi személyisége annyira bájtalan és üres.",negative
"Végül is nem a tartalom volt, ami padlóra küldte a filmet... hanem a bennünk mindig felmerülő, ode nem illő kérdés: ""Várjunk csak, lemaradtam valamiről?""",negative
Vége.,neutral
"Ez egy olyan film, ahol a legfigyelemreméltóbb benyomásod az lehet, hogy mióta is ülsz egy helyben.",negative
"A gyenge szerkesztés, a rossz kékvászon és az ultragiccses párbeszédek kiemelik a drámai akciót sorstársai közül.",negative
"Szupererőszakos, szuperkomoly és szuperhülye.",negative
"Annyira komoly és jó szándékú, és annyira tele van tehetséggel, hogy szinte megfeledkezel a forgatókönyv szörnyűségéről.",neutral
Csak egy csomó elcsépelt poén jó bennfentes duma és különösebb csattanó nélkül.,negative
"Ez a Csobbanás, csak viccek nélkül.",negative
"A Chateau-nak előnyére vált volna egy élesebb, tisztább forgatókönyv, mielőtt a kamera elé kerül.",negative
"Nem is beszélve az élesebb, tisztább kameralencséről.",negative
"Felületes, zajos és kérkedő.",negative
"Morrissette valóban egy nehéz feladatot hajtott végre - fogta a világ egyik leglenyűgözőbb történetét, és unalmassá, élettelenné és irritálóvá tette.",negative
"Jean-Luc Godard, a Le Nouvelle Vague nagyapja továbbra is bújócskázik a hívőkkel.",negative
Ez a hangos és teljesen ellenszenves komédia néhány civakodó munkásosztálybeli házastársról egy mélyen kellemetlen tapasztalat.,negative
"Jobb, mint a Baljós árnyak.",positive
"Hacsak nem egy tomboló Star Wars-függő vagy, nem túl szórakoztató.",negative
"Filozófiailag, intellektuálisan és logisztikailag egy káosz.",negative
"Egy szokásos rendőrségi dráma, ami De Niro részvétele nélkül valószínűleg TNT Original lett volna.",neutral
"Szégyenteljesen írott párbeszéd összepárosítása hadonászó testi mozgásokkal, amelyek a színészkedést helyettesítik; Az áramkör egy kínos tempójú szappanoperaszerű történet.",negative
A Hollywood Ending nem túl vicces.,negative
"Bár egyértelműen jó szándékú, ez a kultúrák közötti szappanopera fájdalmasan sablonos és mesterkélt.",negative
Egy technikai diadal és egy rendkívüli unalom.,neutral
"Könnyedén el tudom képzelni, hogy Benigni Pinokkiója a mindenévi karácsonyi repertoár része lesz.",positive
"A virgácsot nem olyan könnyű beszerezni, mint amilyen régen volt, és ez a film méltó helyettesítője lenne a rossz gyerekek csizmájában.",negative
Két órányi szemét.,negative
"Végül leginkább elragadó jelmezekről, szemet gyönyörködtető, szélesvásznú produkciókról szól, és Joan dilis döntéséről, hogy kiáll az embere mellett, nem számít, hányszor bizonyítja be, hogy egy hűtlen szoknyapecér.",neutral
"Felháborító, téves és rosszul tájékozott, bár nézhető, ha muszáj.",negative
"Egy ügyetlenül legyártott kizsákmányolós film, egy stílusmentes manipulációs és csonkítási gyakorlat.",negative
"Az egész ügy, akár igaz, akár nem, hihetetlenül homályosnak tűnik, mint egy Hallmark-reklám.",negative
"Ami hiányzik, az az, amit mi ""hűha""-tényezőnek hívunk.",negative
"A legkedvesebb dolog, amit el lehet mondani a Lopó Harvardról, “amit nevezhetnének Freddy-t molesztálta egy kutya”-nak, az az, hogy nem olyan ellenszenves, mint Tom Green Freddiet megujjazták filmje.",negative
"Tara Reid fősulis újságírót játszik, de úgy néz ki, mint a Miss Hawaii Tropic szépségverseny hatszoros győztese, szóval nem tudom, mit keres itt...",negative
A fiatal sztárok túl aranyosak; a történet és az azt követő komplikációk túl manipulatívak; az üzenet túl otromba; a megoldások túl kényelmesek.,negative
"Általában Rohmer hangosfilmjei lenyűgöznek, de amikor a múltba költözik, és egy történelmi szövegre támaszkodik, elveszíti a jellemzés gazdagságát, ami olyan emlékezetessé teszi a filmjeit.",negative
"Nagyon ajánlom Irwint, de nem úgy, ahogy ez a film bemutatja.",neutral
"13 hónapja és 295 előzetes-vetítéssel ezelőtt volt, mikor utoljára kisétáltam egy filmről, de a Resident Evil tényleg kiérdemelte a felháborodott, korai távozásomat.",negative
"Ez a kép többnyire egy halom közönséges káromkodás, néhány megjegyzéssel megszórva, amelyek annyira a közönség szimpátiájának felkeltésére irányulnak, hogy azt gondolhatják, hivatalért indult -- vagy megpróbált megnyerni egy pártfogó felügyelőt.",negative
"Malone-nak megvan a képessége, hogy rémisztő képeket generáljon, amiket nehéz lesz kiégetni az agyadból.",negative
"De a film elbeszélőszála túl zavaros ahhoz, hogy egy hatásosan dermesztő bűnös élvezet legyen.",negative
"Bár ez messzebbre megy, mint mindkettő, bárki, aki látta az Éhséget vagy a Macskaembereket, kevés újat talál itt, de Vincent Gallo kifinomult előadása a kannibálvágyról a megszokott szint fölé emeli meséjét.",positive
"Egy Blair boszorkány - stílusú kaland, amely úgy játszódik, mint egy rossz szappanopera, mindenki számára megfelelő alakítással.",negative
Diaz kikopik a fogadtatásból a legkevésbé bájos előadásában.,negative
"Kár, hogy ez a szerethető film nem tökéletesebb.",neutral
"A színészek keményen próbálkoznak, de ettől csak amatőrnek és kínosnak tűnnek.",negative
"A történet tele van lyukakkal, és időnként egyszerűen érthetetlen.",negative
"Egy rosszul kidolgozott zagyvaság, ami nem ijesztő, nem okos és nem vonzó.",negative
"Az agyatlan, de szórakoztatóan túltolt, retró genszter-melodráma, A drog pokla oly módon képviseli ötvenesek tinibandás macsóságát, hogy az már majdnem határos a durva homoerotikával.",negative
Beleragad a túlságosan lebutított cselekménybe és a folyton megrekedő tempóba.,negative
"""Amit John tesz, az hősies, de nem bocsátjuk meg a tetteit"" - így szól nemrég a film egyik sztárjának nyakatekert nyilatkozata, amely tökéletesen illusztrálja a film erkölcsi skizofréniáját.",neutral
"Például bekerülni egy régóta futó, jól megírt sorozatba, ahol lekésted az első féltucat epizódot, és valószínűleg nem látod a következő hatot.",negative
"Az általános gazemberekből hiányzik minden intrika kivéve a vicces akcentusukat, és az akciójelenetek is gyengén sikerültek.",negative
Csöpög a közhelyektől és trivializálja az anyagot.,negative
"Megrögzött véres horror-rajongók találhatnak benne dolgokat, amik tetszhetnek... de összességében a Halloween-sorozat elvesztette a fontosságát.",negative
